CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CASE_6	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	width
FOSB	209207	585869	31819	0	27	204	4423	4333	1009	69	0	64	7185
OPA3	85477	140755	149429	9	38	90	64600	145639	90498	76	0	0	74786
SNRPD2	64798	130015	102456	0	33	0	53792	130897	61992	0	0	24	5116
RTN2	14439	32676	19793	278	109	460	9902	31757	11287	284	131	292	11773
EML2	56421	71378	46275	4038	2262	3647	23727	65005	35301	1609	937	4662	38636
VASP	80783	79974	44349	23	94	20	35881	72661	47693	48	25	0	20405
SYMPK	103243	164808	126832	21	0	222	56443	145687	61340	0	0	0	47881
GPCPD1	39813	85526	94891	20	74	62	30450	72643	48735	28	0	22	66623
SDCBP2	2887	3051	4536	0	0	0	2071	1445	1914	0	0	0	19331
PANK2	24796	50764	39890	0	103	45	19613	40316	19664	55	0	28	41044
TGM3	92	0	202	0	0	0	0	202	0	0	0	0	45078
GNRH2	0	238	202	0	0	0	124	432	0	0	0	0	2126
DEFB126	0	0	0	0	0	0	0	0	0	0	0	0	3383
FOXA2	0	0	0	0	0	0	0	0	0	0	0	0	4451
CD93	206208	381478	308806	58	93	374	108800	252355	147272	103	108	44	6992
GZF1	45340	76093	78983	42	0	114	40078	84308	44071	52	0	44	10882
PAX1	0	0	0	0	0	0	0	0	0	0	0	0	12828
NAPB	22753	29519	29641	20	0	0	9687	29566	12688	0	0	0	47001
CST8	0	0	0	0	0	0	0	0	0	0	0	0	4918
NKX2-4	0	0	0	0	0	0	25	3	0	0	0	0	2662
CENPB	117362	166743	116997	34	0	20	65417	160321	75216	22	0	55	2840
PSMF1	132606	216421	198612	119	64	21	80310	207925	97762	0	0	0	76153
NKX2-2	0	0	0	0	0	0	0	0	0	0	0	0	3017
DTD1	34723	56401	50094	0	23	22	21580	58700	26205	0	0	0	196465
CSTL1	0	0	0	0	0	0	0	0	0	0	0	0	5246
RBCK1	92448	140880	113049	0	55	127	48341	127923	49498	0	0	0	23469
TMX4	243865	556216	561016	77	0	394	195085	354823	193170	21	64	0	42482
CST11	0	0	0	0	0	0	0	0	0	0	0	0	2455
STK35	56595	114918	79424	25	25	116	34632	87899	39092	0	0	73	75428
SNRPB	38901	73317	50960	0	0	55	21905	53211	28973	35	21	40	9220
NRSN2	25843	50880	42993	22	29	0	24367	41139	30595	0	0	0	12879
AP5S1	16696	32562	28256	0	0	0	11485	33997	17678	0	47	0	8314
RRBP1	163056	244225	228465	87	91	122	100534	181900	97281	105	51	24	68618
BMP2	14941	38579	16437	0	0	0	1817	8047	4724	0	38	0	12617
ZNF133	19794	29849	32464	0	0	0	12113	30722	13209	0	21	0	28714
FLRT3	607	1211	1639	0	0	0	605	1413	0	0	0	0	14629
OVOL2	1538	2743	3920	0	0	0	960	3682	1274	0	0	0	102210
PCSK2	6839	13104	9251	0	0	0	3833	5011	2318	0	0	0	258472
GFRA4	0	0	0	0	0	0	0	0	0	0	0	0	4108
MKKS	55845	102633	97147	0	35	65	51951	106053	56809	70	0	126	33214
BFSP1	202	1198	2207	1	0	0	1170	1572	381	0	0	0	75316
DSTN	627649	1475398	1075053	262	55	592	663013	900756	714138	69	157	92	40057
LAMP5	585	0	202	0	0	0	0	201	0	0	0	0	16167
SNRPB2	35978	61954	47828	0	24	0	24124	48768	32123	0	0	71	12603
MGME1	13392	37314	33948	0	0	20	13074	31756	13952	25	0	0	22210
LRRN4	0	241	808	21	0	0	0	277	91	0	0	0	13272
TBC1D20	76155	143479	106359	0	20	100	46374	119716	58454	32	0	42	27074
ITPA	21222	25166	20179	0	38	0	8782	22403	10440	0	0	0	15003
TCF15	18562	22618	29084	0	0	29	20288	22131	13018	47	0	23	6602
OTOR	0	0	0	0	0	0	0	0	0	0	0	0	21705
MCM8	14738	31374	36069	0	37	0	14427	36237	19556	0	0	0	48326
BANF2	0	0	0	0	0	0	0	0	0	0	0	0	42200
TMEM74B	4404	9923	17363	23	0	0	7372	10240	3141	0	0	0	4855
FAM110A	2714	3139	3688	0	0	28	1599	4840	1010	0	0	0	23749
SIRPD	303	371	180	0	0	0	0	202	0	0	0	0	24593
MRPS26	36072	62237	60384	0	42	0	29929	88363	43605	51	0	55	2310
DEFB129	0	0	0	0	0	0	0	0	0	0	0	0	2629
S1PR4	202	2995	1010	0	0	0	202	202	403	0	0	0	7987
NCLN	60462	60792	50936	3	3	55	24560	62344	33581	3	1	1	24013
CITED1	0	52	202	0	0	0	54	202	0	0	0	0	5550
HNRNPR	144124	270557	220223	26	21	0	79723	222266	126207	0	28	50	40566
ZNF436	33302	94049	80147	0	23	140	32969	63106	22814	0	0	20	9995
MAX	92706	161099	102262	0	31	79	47914	120688	46604	0	0	23	96522
CHURC1-FNTB	41779	79626	71671	0	27	0	29988	83141	42737	26	0	0	147319
ARMCX5	11907	19624	18138	0	54	30	7245	15261	11849	0	0	47	4992
GDF5	0	83	1121	0	0	0	0	226	0	0	0	0	21400
MMP24	12643	18103	9393	0	21	26	6360	10975	8038	0	0	0	50347
NECAB3	82011	108196	116763	0	0	86	50403	120747	57747	0	0	0	17377
ID1	206176	214986	218535	105	96	108	76713	189676	87747	82	85	277	1233
RALY	166543	240213	221081	80	24	84	92196	229119	90379	44	45	20	114663
DYNLRB1	113649	213398	145238	0	0	68	74955	178922	90134	0	20	40	24550
C20ORF173	0	0	0	0	0	0	0	0	0	0	0	0	6467
EIF2S2	73832	129622	104260	0	0	0	43104	97556	58827	0	0	68	24035
ERGIC3	95812	153819	123189	36	0	75	71379	124992	60189	0	0	102	15614
ROMO1	28480	48926	39425	26	27	0	21652	54240	28689	0	0	0	1713
FAM83C	0	0	0	0	0	0	0	0	0	0	0	0	6671
BPIFB1	0	0	0	0	0	0	0	0	0	0	0	0	36399
CEP250	32506	65412	79534	26	44	0	33982	73652	32736	0	0	0	64117
PLAGL2	44228	91513	48336	21	0	93	15212	43129	25411	21	26	0	15289
MMP24OS	51678	73794	48409	0	0	143	23507	50270	38234	23	27	22	76387
GRPR	0	88	386	0	0	0	0	469	428	0	0	0	29466
KDM5C	142052	269941	151418	20	2	186	59105	198692	74607	0	44	94	34102
AMOT	12290	31524	32366	0	33	0	17616	25619	10607	0	0	0	66313
TMEM115	39424	71349	56939	23	0	34	24478	61039	31870	0	0	0	4862
PSMB2	71516	133790	103377	0	23	193	49588	108526	66266	0	22	0	42301
AGO3	35978	63256	61532	76	64	110	24417	61068	31444	27	23	52	141783
UROD	68722	137417	123321	0	0	0	46963	120451	60505	0	28	110	3429
ST3GAL3	45894	65678	60405	0	0	0	25860	65671	24607	0	0	23	225342
TMEM53	25258	52684	46587	0	0	0	21122	56824	25624	0	79	0	39318
HECTD3	52370	87169	86978	0	25	44	35544	93731	37853	0	0	31	8790
KLC1	372772	576944	388513	73	170	260	195380	480725	240974	0	47	44	152354
XRCC3	36944	66798	34900	0	24	137	20537	48385	17978	22	0	23	17896
TUBGCP3	37580	61992	64615	21	49	0	17088	47185	28541	0	21	21	103163
MCF2L	205418	382030	166645	96	68	260	138981	321614	168776	0	22	28	205362
F10	12222	13313	10354	0	0	70	5611	15407	7660	0	0	0	26716
PCID2	76567	120717	117496	28	0	0	50321	124586	55771	0	0	0	31177
PROZ	202	451	0	0	0	0	202	90	204	0	0	0	13730
SLURP1	0	0	0	0	0	0	0	0	0	0	0	0	1468
LRFN3	13059	15822	16781	41	0	0	6738	17954	5635	0	0	21	10410
IGFLR1	3143	6967	3146	32	0	0	2026	8897	3491	0	0	0	3653
CAPNS1	468749	682525	625142	212	112	903	269541	754151	382038	191	299	233	10779
PDCD2L	8164	7671	8678	0	0	41	3784	11049	5225	0	0	30	21785
GPR42	0	0	0	0	0	0	0	0	0	0	0	0	2034
RBM42	59831	86086	65297	20	0	25	27749	79044	32739	0	23	39	8657
KIRREL2	0	0	0	0	0	0	0	0	0	0	0	0	11249
UBA2	133651	205534	146609	0	0	99	59851	154082	95621	0	0	0	42900
FFAR2	0	808	1210	0	0	0	0	404	201	0	0	0	7861
HCST	3031	4696	2818	26	0	0	1212	3193	891	0	0	0	1898
FFAR1	0	0	0	0	0	0	0	0	0	0	0	0	2311
COX6B1	379205	645031	581302	50	65	398	302328	761358	418647	36	162	173	10639
KRT36	0	0	0	0	0	0	0	0	0	0	0	0	6411
THRA	187241	386365	278347	107	0	290	143397	335265	128799	24	32	63	35578
CCR7	1379	2108	2479	0	0	0	859	3491	970	0	0	0	11704
NR1D1	61408	131718	29536	0	0	69	13816	78446	25354	47	0	50	7939
FRMD8	51960	68106	29111	21	0	27	13099	38242	17233	0	50	3	26927
PRDX5	216926	408782	391141	0	31	50	213277	449535	253272	21	83	0	3724
BCL2L12	13189	31982	18958	0	21	0	6466	23496	10953	0	0	28	8775
IRF3	43519	89061	57011	0	21	0	25495	64090	26181	49	0	28	6307
PRMT1	145211	191714	168428	58	0	102	77869	180300	98122	30	21	86	13244
RRAS	171981	194016	123220	125	0	31	56513	155904	82481	0	63	0	4910
PRRG2	807	1250	623	0	0	0	0	808	808	0	0	0	10370
SCAF1	95404	145302	122123	0	0	39	48324	115129	67966	0	0	21	16518
PRR12	48844	81059	93965	0	0	222	35538	84668	34758	0	0	0	34797
TSKS	404	2396	3220	0	0	0	770	2018	202	0	0	0	23578
FLRT1	2186	4635	606	0	20	0	1611	4130	1585	0	0	0	15986
ASL	22431	32748	21127	49	0	77	14363	34940	16270	36	0	42	17761
SBDS	491704	656161	476228	28	63	180	173738	500285	294228	0	0	27	7925
CSN1S1	0	0	0	0	0	0	0	0	0	0	0	0	15494
STATH	0	0	0	0	0	0	0	0	0	0	0	0	6641
HTN1	0	0	0	0	0	0	0	0	0	0	0	0	8444
STAT5A	44597	79427	58267	46	29	21	22355	61264	24392	0	0	20	24397
WNK4	1176	1850	539	0	0	0	342	726	820	0	0	0	16259
BECN1	149279	247612	187167	30	77	184	75582	203160	106057	0	0	43	23217
PRKCG	0	372	0	0	0	22	0	0	0	0	0	0	28463
TRAP1	162429	233155	239658	49	0	188	113824	253117	137079	0	55	0	65959
GLIS2	48940	40556	36080	0	32	48	20676	35921	14306	0	0	23	24837
NSRP1	115124	167913	126263	207147	190008	182663	51991	107858	60545	121970	86099	241856	70955
DNAJC8	107264	188818	160340	0	0	0	68993	161911	81191	0	24	34	33570
AHDC1	160428	182188	134372	0	29	128	55950	141745	78711	0	46	0	70397
IFI6	22480	45077	106055	0	42	103	17565	31382	13282	22	0	21	6158
DACH2	0	159	0	0	0	0	0	0	0	0	0	0	684147
ZNF384	61433	105369	90009	58	35	20	34951	91912	35883	0	0	21	23096
SSX1	0	0	0	0	0	0	0	0	0	0	0	0	12128
UXT	36768	59733	49537	22	0	0	25103	62730	34151	53	0	33	7364
CFP	1818	6981	4029	0	0	0	1818	6476	1202	0	0	0	7134
ELK1	54226	103519	45751	0	0	0	21784	71272	30103	27	0	25	15084
TIMM17B	42274	54500	52177	0	0	0	27366	57214	39461	0	44	24	4697
PCNX4	82938	115991	112964	0	40	65	46252	139062	68011	81	93	44	77223
ATG14	65099	147132	128051	0	0	24	39343	111442	45228	0	0	44	45467
KTN1	730584	1224541	1278118	367	65	281	651339	1168407	642742	107	211	155	142455
SIX1	202	387	0	0	0	0	0	0	0	0	0	0	14845
RHOJ	22862	61775	68460	0	47	24	26476	51823	19225	0	0	22	89106
DLGAP5	0	202	202	0	0	0	0	0	0	0	0	0	43567
L3HYPDH	18821	15443	10698	0	0	25	5035	10961	8340	0	40	0	24068
HSPA2	370124	150428	41681	80	22	48	19104	68545	38503	0	0	0	10269
ZBTB1	52301	113065	86348	42	23	54	35809	74119	27605	0	40	73	29979
TRMT5	11856	15661	20259	0	50	64	8471	19403	10045	47	0	24	9908
SGPP1	15482	28210	20570	0	0	0	9087	23262	10399	20	0	33	43826
PLEKHG3	170169	302697	235775	85	4	173	114331	298026	114711	0	41	21	46146
PZP	1334	2363	6087	8	0	63	3546	5385	1145	20	0	0	59531
PRDM7	0	0	0	0	0	0	0	0	0	0	0	0	35507
RHOT1	44657	93905	135451	20	0	35	74305	103000	70128	0	0	23	110921
EVI2A	5661	14850	5224	0	0	0	2103	4581	1414	0	0	0	4325
OMG	404	1019	1474	0	0	0	708	604	908	0	0	0	25527
WDR60	60355	135873	109302	0	0	50	71153	141093	82935	0	0	0	100170
AIF1L	74726	226921	128002	0	0	72	84418	189907	110626	64	0	97	26677
FAM78A	35368	64773	74488	54	32	145	65043	134104	44270	65	70	144	18472
NUP214	70708	144084	123126	20	0	95	49151	123217	55216	20	31	25	109110
CTAG2	3526	0	0	0	0	0	0	0	0	0	0	0	1608
AVPR2	5229	6961	7679	72	0	0	6227	13865	4279	0	0	0	4636
SLC10A3	23320	35305	29290	0	20	73	13121	33843	15936	0	0	0	3385
MAP2K2	126611	179343	152095	280	180	67	82805	181264	104380	280	270	0	33809
HNRNPH2	115240	219237	198916	0	0	68	88002	169614	96594	31	0	0	5839
ARMCX1	59054	90815	87845	0	26	49	38786	70470	36610	0	0	55	4170
TMEM35A	607	810	808	0	0	0	0	202	0	0	0	0	17645
NXF5	0	0	271	0	0	0	277	161	0	0	0	0	25466
TIMM8A	17374	12159	12052	0	0	0	5669	16765	15167	0	0	0	3536
ZC4H2	5542	23449	16072	0	0	0	3198	13443	3164	0	0	0	118912
CANX	1000462	1418699	1336385	363	74	792	517306	1284549	702139	95	228	210	52298
INTS11	134448	234067	184283	25	0	123	86086	234064	104761	0	30	23	13107
RGS13	55	404	202	0	0	0	202	202	603	0	0	0	24169
IPPK	27822	33362	35131	49	0	0	16455	39047	27097	0	0	0	57082
ZNF484	4439	7521	13638	34	0	28	3022	9978	4812	24	29	25	33008
OMD	39935	57120	50175	100	0	100	8414	20370	10346	0	0	0	10217
FGD3	6111	16822	16192	0	0	0	4615	11166	2871	0	42	0	88786
HIVEP3	15169	22587	24759	0	0	44	9699	30363	8180	0	0	34	529561
PPCS	50525	65700	71265	43	0	116	21317	56567	26669	29	0	0	17269
EDN2	0	156	0	0	0	0	0	937	6	0	0	0	5899
BCL11B	606	2150	1605	0	0	0	404	402	0	0	0	0	102238
COX7C	389805	868569	745785	47938	7349	144997	375668	918412	486786	4366	27001	7669	3059
TRAF2	13362	11153	14200	0	0	0	7759	14575	7918	0	0	0	44696
ABHD8	11305	21334	27007	0	0	39	7969	26404	10738	0	0	0	18106
MASP1	149148	255292	290854	22	29	276	176171	316126	68870	35	0	37	74738
ATP13A4	370	606	559	0	0	0	202	202	454	0	0	0	191035
HRASLS	6228	11926	5869	0	0	0	4390	8722	3634	0	0	0	36614
HELB	3833	10073	9081	25	0	23	3816	4283	1045	0	0	0	45101
RAP1B	50839	78411	64358	23	21	102	26000	59904	27087	0	25	46	61063
IL22	0	0	0	0	0	0	0	0	0	0	0	0	5366
TSPAN8	808	5816	202	0	0	0	0	604	286	0	0	0	316814
BEST3	404	2020	1568	0	0	0	0	1366	404	0	0	0	56117
RAB3IP	31705	68241	62151	61	0	65	44887	71082	41262	0	0	0	84524
PTPRB	176446	297358	259052	116	120	704	139338	289019	183966	169	167	330	121575
DYRK2	84965	147255	182778	42	111	217	85983	153077	72487	100	67	147	17069
YEATS4	12140	41695	20788	24	0	62	8963	18672	8992	0	0	0	31094
TAS2R3	0	0	0	0	0	0	0	0	0	0	0	0	1101
TAS2R4	608	806	468	0	0	0	605	808	1208	0	0	0	2378
TAS2R5	808	1623	1403	0	0	0	764	939	227	0	0	0	1151
CRYGN	94	202	0	0	0	0	121	0	0	0	0	0	11979
LRRC61	1301	4285	3376	0	0	0	2103	7075	3030	0	0	0	15512
TRPV5	105	77	0	0	0	0	0	0	0	0	0	0	25708
IDUA	18526	23122	15843	0	0	0	8931	16436	9907	0	0	0	17510
FGFRL1	59912	86104	73131	0	0	45	33175	124899	44185	0	22	47	16962
TMEM175	35341	63518	49953	0	24	0	21595	53690	24820	0	22	0	26270
AUNIP	31522	43310	34968	0	0	88	24018	75884	24480	0	15	0	27546
PIN1	70346	117364	88344	0	20	88	47014	94850	55683	28	0	53	14426
FBXL12	21253	37387	24267	33	34	0	10648	26467	15118	30	20	39	17550
EMC1	88814	152883	126535	36	0	0	53995	135668	64044	27	0	0	35889
PLA2G5	114872	174739	110322	48	0	92	51336	174033	105246	89	43	78	63012
UBR4	302880	560339	584143	270	48	1218	226872	491575	256384	62	89	79	135771
HP1BP3	253738	417293	368534	0	0	118	163836	354719	151909	28	35	23	44663
ADGRE2	5935	7281	5903	31	0	0	707	5755	4191	0	0	0	46149
SIN3B	110053	192830	134717	48	58	112	59636	145415	73113	32	44	20	50954
OR7A10	0	0	0	0	0	0	0	0	0	0	0	0	8457
SLC35E1	77211	114933	94560	83	24	337	42521	103708	59141	65	44	46	22552
EPS15L1	96669	210300	154901	25	68	99	87908	212038	85760	0	0	71	116847
KLF2	138983	198415	443860	84	70	189	98779	145690	99152	170	49	188	3058
OR7C2	0	0	0	0	0	0	0	0	0	0	0	0	960
OR7C1	0	0	0	0	0	0	202	0	0	0	0	0	46117
F2RL3	18832	13070	19043	0	0	22	1414	2004	6324	0	0	0	3747
UQCR11	207048	343600	335782	0	0	60	167822	412770	248834	39	68	103	8319
GFER	18135	37571	24677	0	0	20	11493	35341	14868	0	0	0	3543
SYNGR3	606	1329	387	0	0	0	404	93	605	0	0	0	4616
PKMYT1	5967	6939	5004	0	0	0	3430	9434	5789	0	0	0	12516
WFIKKN1	1615	5583	1010	0	0	0	787	1498	1007	0	0	0	4878
WDR24	14589	31000	26567	21	0	46	9473	27607	13201	48	0	52	5823
FBXL16	469	603	429	0	0	0	404	0	202	20	0	0	13332
CHTF18	6338	17622	13451	0	0	0	6629	14537	8516	0	0	0	12692
GNG13	0	24	17	0	0	0	0	34	0	0	0	0	2693
MACF1	807842	1142783	1208513	680	297	2347	487806	1030167	562550	462	970	477	405862
SMARCA4	110990	163261	147899	49	0	41	61085	156093	74976	20	20	0	104395
KDM4B	75094	123259	101426	27	0	71	45649	117452	54324	50	37	48	184483
TICAM1	18111	25249	14827	0	0	0	8844	20789	10676	0	20	0	15773
METTL25	4525	9453	15350	0	0	0	5030	10867	2482	54	33	0	120740
IL17B	374	586	202	0	0	0	0	197	0	0	0	0	32879
EMC6	27838	46835	42112	21	0	0	16874	55004	30421	0	0	21	854
OR1E2	0	442	0	0	0	0	0	0	32	0	0	0	972
METTL16	52641	80913	96670	0	20	36	23530	75522	41188	28	0	0	106330
TUBA4A	355531	414934	189859	26	28	173	106209	533652	227384	44	77	108	28460
VIL1	5769	14894	15909	0	0	0	6920	15873	8219	0	50	31	34204
AAMP	115905	180146	108617	0	0	190	51485	150116	65192	0	0	0	6135
PNKD	42918	63489	63299	59	0	0	38255	88307	38575	21	39	0	76402
TNFRSF19	46019	72155	92846	31	0	210	63389	72896	53809	47	42	145	105735
RNF6	72677	107019	69793	43	25	116	20923	69257	35851	23	0	46	90379
ECHS1	226977	354080	395295	39	36	178	193088	362320	215242	24	20	53	11210
ZNF835	3189	12414	11690	0	0	0	3467	8159	2626	0	0	56	9803
AKAP9	70124	181908	228782	68	54	268	111112	197317	84963	101	325	220	169807
GNG11	54328	97674	113484	54	0	88	36826	74481	47347	0	23	0	6912
SEM1	51042	112942	96408	50	0	42	37940	88542	56188	38	0	44	228266
GNGT1	76	0	121	0	0	0	50	0	0	0	0	0	319693
HIP1	102696	191913	124391	32	0	89	45013	146233	59671	23	0	0	205663
PTPN12	178997	241334	139522	33	0	40	77836	171717	119447	21	0	135	102797
POR	111101	111041	80441	22	122	220	33466	81326	64864	31	69	40	87656
FGL2	35252	109649	97188	0	50	237	26669	71814	28629	22	105	44	6478
STYXL1	9845	19092	17640	0	0	0	7929	14577	5125	26	0	0	51667
STEAP4	123189	228668	121804	50	89	105	74397	233860	178511	83	97	90	36000
GNAI1	20639	46098	41433	27	0	0	17372	29779	19102	21	0	0	85448
PEX1	42933	66406	93647	22	3	26	37670	93394	56048	0	43	30	41512
MTERF1	7758	19379	14533	30	0	0	8708	20142	7438	0	0	0	188713
SGCE	42606	73979	42745	0	0	80	16934	42180	17142	25	0	0	70980
RBM48	26810	52259	38823	0	0	47	17252	35616	16233	20	0	66	9233
CASD1	44166	81327	73659	0	0	36	29637	74079	41146	0	0	0	47801
ZNF780B	26912	70339	75761	71	0	24	44529	78638	38714	22	46	46	27950
LRFN1	1060	1409	1817	0	0	0	786	807	202	0	0	0	8769
ZFP36	478805	1748364	526865	83	20	243	36180	81838	66356	60	44	110	2600
SRD5A3	10781	15694	14900	0	0	0	6858	15039	9670	0	21	39	26988
SPINK2	0	0	0	0	0	0	0	0	0	0	0	0	11883
RASL11B	20265	14233	15449	64	40	98	3225	27111	3221	0	0	0	4546
PAICS	65213	87475	78362	27	0	65	33738	88345	48288	25	23	40	28839
KDR	57582	191394	273228	29	82	87	61402	131541	41767	86	0	26	47113
PPAT	7850	10703	12211	0	0	0	3683	9500	4336	0	0	0	42254
TUBGCP6	86328	152360	124161	22	22	46	53959	120112	55331	60	46	101	27304
ADM2	202	0	0	0	0	0	0	0	202	0	0	0	4885
DGCR6L	36891	55813	43545	0	53	50	26897	53249	30614	27	0	0	5805
DGCR8	64087	100104	83178	633	593	1142	33022	102554	38972	646	525	1178	31646
ASPHD2	1407	2836	1817	0	0	0	606	3886	648	0	0	0	15743
VPREB3	202	417	1041	0	0	0	0	294	202	0	0	0	1726
SDF2L1	13413	13427	7061	23	0	0	4035	16418	5451	0	45	0	2038
GAL3ST1	428	592	605	0	0	0	202	606	202	0	20	0	19953
YWHAH	109428	151973	114317	27	28	42	76072	133633	95555	0	0	0	13143
RFPL1	0	407	0	0	0	0	0	79	0	0	0	0	3873
RFPL2	0	202	0	0	0	0	0	0	0	0	0	0	13043
GNAZ	7784	14801	21161	0	0	0	3431	10955	2827	0	0	0	54677
MGAT3	50504	31650	16136	45	48	555	7464	22123	5929	0	0	0	34851
ADORA2A	6956	15989	18275	21	0	0	6726	15001	6094	0	50	0	24482
ATF4	266785	539443	296882	185	215	227	184761	390568	203058	55	73	368	2991
A4GALT	75129	87869	100665	31	0	211	55526	149177	60617	73	0	0	29178
RFPL3	606	1606	337	0	0	0	0	228	0	0	0	0	6277
CDC42EP1	53184	72809	57356	41	21	50	25413	46713	21764	26	0	20	8959
APOL3	50008	131569	105570	0	53	0	36491	123018	49128	68	123	84	25848
MCHR1	192	404	605	0	0	0	202	0	404	0	0	0	4065
TPST2	72167	82484	41433	0	0	27	33842	86809	27522	0	27	23	74735
BAIAP2L2	2706	5504	2282	0	0	20	956	2048	291	0	0	0	25782
MPST	72118	120008	92496	0	0	0	53996	129209	58106	39	0	0	10188
GALR3	0	0	0	0	0	0	92	201	0	0	0	0	2114
TST	29208	47886	55786	50	0	111	31553	62475	32923	0	0	116	9325
APOL5	0	202	572	0	0	0	90	202	153	0	0	0	11612
IGLL1	0	0	10	0	0	0	0	0	0	0	0	0	7184
APOL2	59148	103379	88601	68	0	109	51876	107946	52738	0	0	66	13752
RAC2	3016	19889	9387	0	0	0	2979	4659	2581	0	0	0	19188
LIF	2827	10183	4380	0	0	29	1615	721	606	0	0	22	6405
C22ORF23	10918	12349	13264	0	70	86	6237	15393	9116	9	0	0	10620
APOBEC3A	939	4752	3580	0	0	0	298	200	687	0	0	0	40038
APOBEC3F	1844	7811	9592	0	0	0	2409	5817	1076	0	0	0	13307
RIBC2	0	201	201	0	0	0	0	201	0	0	0	0	18806
KRT17	0	404	0	0	0	0	0	0	0	0	0	0	5406
EMC4	50584	97494	102565	0	0	0	39788	97847	52671	26	21	89	5158
RNF112	3675	4578	6510	0	0	0	3229	6066	4822	0	0	0	6152
SPECC1	29745	47653	38065	117	0	61	13468	22116	15264	0	0	110	309683
CPA4	1635	202	0	0	0	0	0	0	0	0	0	0	31047
DOCK4	26646	35663	88472	51	51	570	30014	50660	35417	95	170	297	480302
POT1	21245	53361	44989	0	0	0	17405	43552	26538	0	32	0	107598
TAS2R16	0	0	0	0	0	0	0	0	0	0	0	0	997
ATP6V1F	157476	118076	70573	0	0	30	43416	78292	55293	0	0	0	3019
LSM8	25087	41265	32825	0	0	0	15519	37584	16155	21	0	123	8793
CDHR3	1936	2172	11470	26	0	0	41095	4223	2776	0	0	0	156978
PRKRIP1	29035	56391	44750	0	27	42	20270	49435	25632	24	0	0	62805
VGF	202	202	0	0	0	22	0	202	0	0	0	0	3085
PODXL	238733	383771	322238	155	99	2249	291907	590828	303634	85	24	171	57956
FOXP2	5445	13402	19044	0	34	23	3817	6331	3635	22	0	0	607446
STRIP2	37465	48449	86049	0	72	0	34233	80395	44775	0	29	0	53967
IFT22	21356	38440	32213	0	0	44	17343	32016	16646	0	0	68	8457
MKLN1	99478	161993	134253	45	0	163	66041	146467	76795	79	95	102	386541
DNAJB9	92305	140373	124255	97	42	185	54404	131293	84085	61	38	49	5283
FLNC	24939501	21546930	5415910	766	538	3188	2333706	11238103	5137265	71	1037	480	28898
LRRC4	29597	30211	8039	0	0	46	5308	10470	5619	0	0	0	5037
CALU	917773	869717	686179	37	49	361	306436	801452	448896	0	0	194	32516
CCDC136	39082	46665	21242	0	0	48	10618	47468	8676	0	0	0	31376
SMO	15205	26659	31468	0	0	30	11143	30440	9941	0	0	0	24674
IRF5	5376	10692	9485	0	0	0	3068	7466	3634	22	0	43	12424
LRRC17	8003	16598	8844	0	0	0	4437	3917	3604	0	0	0	31959
KLHDC10	67716	94455	115131	23	24	122	52754	123085	66943	0	48	47	65211
NDUFA5	234766	527081	450841	40	36	96	233559	500563	278890	0	0	28	21259
FEZF1	101	793	203	0	0	0	0	513	83	0	0	0	9298
OPN1SW	3442	5101	3733	0	0	0	1661	5853	2170	0	0	0	3300
MRPS12	25873	38083	31533	0	0	30	17878	45043	27162	0	0	24	2615
MYO1B	72981	112814	100289	23	0	87	50437	102981	70927	3	0	0	180205
HOXD1	0	0	0	0	0	20	202	606	0	0	0	20	2329
HOXD3	956	797	36	0	0	0	327	1162	0	0	0	0	36491
MTX2	44883	84844	98801	0	0	45	46107	107094	54882	44	21	33	68631
PDE11A	1007	9403	5535	0	0	0	2020	4296	2605	23	0	0	449504
CHN1	31284	65701	39596	0	0	44	12530	43092	19918	30	0	54	206007
GAD1	202	902	0	0	0	0	0	0	0	0	0	0	47939
OSGEPL1	6418	15300	31043	0	0	44	11721	29311	10019	0	0	0	16568
ORMDL1	35227	77682	53071	34	38	69	25386	51549	24214	31	38	0	14049
HAT1	41677	95770	75845	0	0	52	32975	69727	39940	0	0	0	61235
HOXD9	807	0	202	0	0	0	202	202	404	0	0	0	2218
HOXD10	0	0	0	0	0	0	0	0	0	0	20	0	11153
HOXD11	0	0	122	24	0	69	0	0	0	0	0	0	5539
HOXD13	0	0	0	0	0	0	0	0	0	0	0	0	3048
HERC2	203999	361213	342013	94	52	390	167794	392560	205883	98	25	52	211113
SNRPN	580851	866748	750281	89	118	517	349322	834494	473065	42	157	23	155087
PSMG2	31687	52837	39390	61	48	41	20263	47936	21165	0	0	42	67698
TWSG1	43100	77222	36847	0	0	37	14567	41277	24156	0	28	43	67654
ARHGAP22	14597	10115	12056	0	0	9	3515	6697	2976	0	4	0	210232
WDFY4	3093	7322	9995	0	0	0	3702	5953	1385	0	0	22	298081
EIF2AK4	54008	78469	111921	72	0	119	53707	105192	56043	0	22	0	101446
MYO5C	19403	27739	16069	0	0	0	5442	22209	3847	20	0	0	103477
CGNL1	56243	145733	195152	546	549	508	39506	164044	21336	69	46	115	174761
TMOD2	23093	51453	52652	0	0	22	26428	44079	19632	48	0	0	64808
TTBK2	62847	106158	102973	48	77	207	45238	97725	47926	26	46	23	182076
ELL3	2606	2483	4026	0	22	23	3055	3571	1679	0	0	0	4944
